wspeed,wgust,temp,humid,dewp
0,3,64.2,50,45.1
4,0,64,49,44.4
0.9,1,64,49,44.4
0,2,64,49,44.4
2,0,64,48,43.9
0,0,63.9,49,44.2
6,0,63.7,49,44.2
0,0,63.7,48,43.7
0,3,63.7,48,43.7
0,0,63.5,48,43.5
0.9,0,63.5,48,43.5
0,2,63.5,48,43.5
4,0,63.5,47,43
2,0,63.5,47,43
0.9,0,63.3,47,42.8
2.9,0,63.3,47,42.8
2.9,0,63.1,47,42.6
0,5,63,47,42.4
2.9,1,62.6,48,42.6
0.9,2,62.2,47,41.7
11,4,61.9,48,41.9
0,4,61.3,47,41
6.9,10,61.3,47,41
2,3,61,47,40.6
2.9,0,60.8,48,41
13,2,60.6,48,40.8
0,0,60.4,48,40.6
6,0,60.3,48,40.5
0,0,60.3,48,40.5
6.9,3,60.1,48,40.3
2,3,60.1,48,40.3
0.9,0,59.7,48,39.9
0,3,59.7,48,39.9
0,4,59.5,49,40.3
4,0,59.4,49,40.3
0,4,59.2,48,39.6
4,1,59,48,39.4
8.9,2,59,49,39.9
8.9,0,58.8,49,39.7
2.9,3,58.5,49,39.4
0,0,58.5,49,39.4
0,4,58.3,48,38.7
0,2,58.1,49,39
2,0,57.9,48,38.3
6.9,2,57.9,48,38.3
4.9,5,57.7,48,38.1
4,3,57.6,48,37.9
2,2,57.4,48,37.9
4,0,57.4,48,37.9
0.9,0,57,48,37.6
0,0,57,48,37.6
4.9,2,56.8,48,37.4
2.9,0,56.7,48,37.2
0.9,5,56.7,48,37.2
0,2,56.5,48,37
2.9,2,56.1,48,36.7
0,0,55.9,49,37
2.9,3,55.9,49,37
2,3,55.8,49,36.9
0,7,55.8,49,36.9
0.9,2,55.6,50,37.2
0.9,0,55.4,50,37
2,5,55.2,51,37.4
0,0,55,51,37.2
2.9,3,54.9,51,37
0.9,3,54.9,52,37.6
4.9,4,54.7,52,37.4
10.1,0,54.7,52,37.4
0,4,54.3,52,37
0,0,54.3,52,37
2.9,2,54.1,52,36.9
0.9,4,54,53,37.2
0.9,2,54,53,37.2
0,2,53.8,53,37
2,3,53.6,53,36.9
0,0,53.4,53,36.7
2,2,53.4,53,36.7
4,3,53.2,53,36.5
4.9,0,53.2,53,36.5
2.9,3,53.1,53,36.3
2.9,0,52.9,53,36.1
0.9,0,52.9,53,36.1
4.9,7,52.5,53,36
0,1,52.5,53,36
0,1,52.3,53,35.8
6.9,4,52.2,53,35.6
2.9,4,52,54,35.8
0.9,4,52,54,35.8
0.9,4,51.6,55,36
0.9,5,51.6,55,36
2.9,2,51.4,56,36.3
2,0,51.3,55,35.6
0,0,51.3,55,35.6
0.9,0,50.9,55,35.2
0,3,50.7,56,35.6
2.9,0,50.5,56,35.4
0,2,50.5,55,35.1
6,0,50.4,55,34.9
2.9,2,50.4,55,34.9
2,0,50.4,55,34.9
0,8,50.2,56,35.1
2,6,50,56,34.9
2,9,50,57,35.4
2,6,49.8,57,35.2
2.9,5,49.8,57,35.2
0,9,49.6,57,35.1
0,3,49.6,57,35.1
2.9,6,49.6,57,35.1
0,3,49.5,57,34.9
0.9,4,49.5,57,34.9
4.9,3,49.5,58,35.2
0.9,1,49.3,57,34.7
0.9,5,49.3,57,34.7
2,0,49.3,57,34.7
0,3,49.1,57,34.5
0.9,0,48.9,57,34.3
0,5,48.9,57,34.3
0,3,48.9,58,34.9
4,5,48.7,58,34.7
6.9,4,48.7,58,34.7
0.9,0,48.6,59,34.9
0,2,48.6,59,34.9
0,7,48.4,59,34.7
0,4,48.4,59,34.7
0,6,48.4,59,34.7
0,5,48.2,59,34.5
0,3,48,59,34.3
0,0,48,59,34.3
2,0,48,59,34.3
0,4,48,59,34.3
0,0,47.8,60,34.7
6,2,47.8,59,34.2
2.9,1,47.8,60,34.7
0,3,47.8,60,34.7
0,5,47.7,60,34.5
2,4,47.7,60,34.5
0.9,0,47.7,61,34.9
0,0,47.5,61,34.7
0.9,0,47.5,61,34.7
0,4,47.5,61,34.7
0,3,47.5,61,34.7
0,3,47.3,61,34.5
0,5,47.3,61,34.5
0,7,47.1,61,34.3
0,5,47.1,61,34.3
0,4,47.1,61,34.3
0.9,3,47.1,61,34.3
2,4,47.1,61,34.3
0,7,47.1,61,34.3
2.9,6,47.1,61,34.3
2,4,47.1,61,34.3
0,2,47.1,61,34.3
2,7,47.1,62,34.7
0,3,47.1,62,34.7
2.9,3,47.1,62,34.7
0,3,47.1,62,34.7
0,4,47.1,62,34.7
0,4,47.1,62,34.7
2,10,47.1,62,34.7
2,5,47.3,62,34.9
0.9,5,47.3,62,34.9
0,3,47.5,62,35.1
0,6,47.5,62,35.1
4.9,6,47.5,62,35.1
4,6,47.5,62,35.1
0,10.1,47.5,62,35.1
0,3,47.5,62,35.1
4.9,7,47.5,62,35.1
0.9,5,47.5,62,35.1
0,3,47.5,62,35.1
0,5,47.5,62,35.1
4,4,47.7,62,35.2
2.9,5,47.7,62,35.2
0.9,2,47.7,62,35.2
2,3,47.8,62,35.4
2,5,47.8,62,35.4
0,3,48,63,36
0.9,6,48.7,63,36.7
0.9,2,48.9,62,36.5
2.9,3,49.5,62,37
0,0,50,61,37
2,3,50,61,37
0,2,50.2,60,36.9
0,4,50.4,60,37
2.9,5,50.4,60,37
2.9,3,50.9,60,37.6
0,7,50.7,60,37.4
0,4,51.4,60,37.9
2.9,0,52.3,59,38.5
2,4,53.6,58,39.2
0,4,53.6,56,38.3
0.9,4,53.2,57,38.5
0,7,52.5,57,37.8
0,4,51.6,59,37.8
0,4,52,59,38.1
0.9,9,52.2,60,38.7
0,3,53.2,58,38.8
0.9,2,53.6,57,38.7
2.9,4,54.9,55,39
2,3,54,55,38.1
0.9,4,54.3,57,39.4
0.9,4,54.1,57,39.2
0.9,0,54.1,57,39.2
0,0,54.1,57,39.2
0,0,54.9,57,39.9
4,1,55,56,39.6
4.9,4,54.5,57,39.6
0,5,54.1,56,38.8
0,4,54.7,57,39.7
0,6,54.9,57,39.9
2,0,54.9,57,39.9
2,5,54.5,57,39.6
0,0,54.1,58,39.7
0,1,54.9,57,39.9
0,4,55.6,56,40.1
0,3,55.2,56,39.7
2.9,3,55.9,55,39.9
2.9,0,55.8,55,39.9
2,3,56.1,56,40.6
0,2,56.7,54,40.3
4,0,56.3,55,40.3
2.9,2,57.2,56,41.7
0,0,57.2,55,41.2
2,0,57.6,54,41
2,0,57.6,55,41.5
0.9,3,57.6,54,41
0.9,4,57,56,41.5
0.9,0,56.7,56,41.2
2.9,3,56.8,55,40.8
4,2,57,55,41
0,0,57,55,41
0.9,0,57.6,56,41.9
0,3,58.3,55,42.3
4,0,57.9,54,41.4
0.9,4,57.6,55,41.5
0,4,57.6,55,41.5
0.9,0,57.6,54,41
0,0,57.6,54,41
2,2,57.4,56,41.9
0,3,57.6,54,41
2,0,57.7,54,41.2
0,3,57.9,54,41.4
0,0,57.9,53,40.8
0,4,57.6,53,40.6
2,2,57.4,53,40.5
0.9,3,57,54,40.5
2,1,57,54,40.5
0,3,56.8,55,40.8
0,4,56.8,55,40.8
0,0,56.7,55,40.6
0,0,56.5,54,40.1
0.9,3,56.7,54,40.3
0.9,0,56.5,54,40.1
0,5,56.1,54,39.7
0,0,56.1,55,40.1
0,4,56.1,55,40.1
0,4,55.9,54,39.6
0,2,55.9,54,39.6
0,4,55.8,55,39.9
0,1,55.8,55,39.9
0,0,55.6,56,40.1
0.9,0,55.2,56,39.7
0.9,0,55,56,39.6
0,2,54.9,56,39.4
0.9,4,54.7,56,39.4
0,2,54.5,56,39.2
0,4,54.1,58,39.7
0,4,53.8,58,39.4
0,3,53.4,58,39
0,6,53.6,58,39.2
0,4,53.4,58,39
0,6,53.1,59,39.2
0,7,52.9,59,39
0,5,52.5,60,39
0,5,52.3,61,39.4
0,9,52.2,61,39.2
2,9,52,62,39.4
0,5,51.6,63,39.4
0,3,51.6,62,39
0,5,52,62,39.4
2,5,52.2,62,39.6
0,7,52.3,61,39.4
0,6,52.2,62,39.6
0,5,52.2,62,39.6
0,7,52.2,62,39.6
0,4,52.2,62,39.6
0,4,52,63,39.7
0,4,52,63,39.7
0,5,52,63,39.7
0,3,52,63,39.7
0,2,52,63,39.7
0,5,51.8,63,39.6
0,9,51.8,63,39.6
0,4,51.6,63,39.4
0,10,51.6,63,39.4
0,9,51.4,63,39.2
0,10,51.4,63,39.2
0,5,51.3,63,39
0,10,51.3,63,39
0,3,51.3,63,39
0,5,51.1,63,38.8
0,5,51.1,63,38.8
0,5,50.9,63,38.8
0,4,50.9,64,39.2
0,3,50.7,64,39
0,3,50.7,64,39
0,6,50.5,64,38.8
0,3,50.5,64,38.8
0,4,50.5,64,38.8
0,3,50.5,64,38.8
0,5,50.4,65,39
0,3,50.4,65,39
0,5,50.4,65,39
0,4,50.2,65,38.8
0,5,50.2,65,38.8
0,7,50.2,65,38.8
0,5,50,65,38.7
0,6,50,66,39
0,7,50,66,39
0,7,49.8,66,38.8
0,7,49.8,66,38.8
0,8,49.8,66,38.8
0,4,49.8,66,38.8
0,10,49.8,66,38.8
0,5,49.8,66,38.8
0,5,49.6,65,38.3
0,5,49.6,65,38.3
0,7,49.5,65,38.1
0,4,49.5,65,38.1
0,4,49.3,65,37.9
0,5,49.3,66,38.5
0,4,49.1,66,38.3
0,4,48.9,66,38.1
0,7,48.9,66,38.1
0,7,48.7,67,38.3
0,3,48.7,67,38.3
0,6,48.9,67,38.5
0,5,48.9,67,38.5
0,6,48.9,67,38.5
0.9,4,49.3,67,38.8
0,4,49.3,67,38.8
0,4,49.3,67,38.8
0,5,49.5,67,39
0,4,49.6,66,38.7
2,4,49.6,66,38.7
0,6,49.6,66,38.7
0.9,6,49.8,66,38.8
0,10,49.8,66,38.8
2,7,49.8,66,38.8
0,7,50,65,38.7
0,11,50,65,38.7
0,6,50,65,38.7
0,6,50,65,38.7
0.9,6,49.8,65,38.5
0.9,11,49.8,65,38.5
2.9,7,49.8,65,38.5
0.9,14,49.8,66,38.8
2.9,6,49.8,66,38.8
0,5,49.8,66,38.8
2,6,49.8,66,38.8
0,7,49.8,66,38.8
0,5,49.8,66,38.8
0,5,50,66,39
0,4,50,66,39
0,10,50,66,39
0,5,50,66,39
2,6,50,66,39
0,5,49.8,66,38.8
0,5,49.8,66,38.8
2,5,49.8,67,39.4
2.9,5,49.8,67,39.4
0.9,3,49.6,67,39.2
4,6,49.6,67,39.2
0,10,49.6,68,39.6
2,3,49.5,68,39.4
0,6,49.5,68,39.4
0,3,49.5,69,39.7
0.9,5,49.5,69,39.7
0,7,49.5,69,39.7
0,3,49.3,69,39.6
0,11,49.3,70,39.9
0,6,49.3,70,39.9
0,9,49.3,70,39.9
0,4,49.3,71,40.3
0,2,49.3,71,40.3
0,4,49.3,72,40.6
0,2,49.3,72,40.6
0,3,49.3,72,40.6
0,4,49.3,73,41
2,1,49.3,73,41
2,0,49.3,73,41
0,4,49.3,74,41.4
2.9,8,49.3,74,41.4
0,6,49.3,74,41.4
0.9,5,49.3,74,41.4
0,4,49.3,75,41.7
0,3,49.3,75,41.7
0,4,49.3,75,41.7
2,4,49.3,75,41.7
0,4,49.3,76,42.1
0,6,49.3,76,42.1
0,2,49.1,76,41.9
2.9,3,49.1,76,41.9
0,5,48.9,76,41.7
0,12,48.9,76,41.7
0,3,48.9,76,41.7
0,3,48.9,76,41.7
0,10,48.9,77,42.1
0,5,48.9,77,42.1
0,5,48.9,77,42.1
0,9,48.9,77,42.1
0,7,48.9,77,42.1
0.9,13,48.9,77,42.1
0,12,48.9,77,42.1
0,6,48.9,77,42.1
2,6,48.9,77,42.1
0,16,48.9,77,42.1
0,9,48.9,77,42.1
2.9,5,48.9,77,42.1
2,10,48.9,77,42.1
2,7,48.9,77,42.1
0,13,48.7,77,41.9
0,5,48.7,78,42.3
0,9,48.7,78,42.3
2.9,6,48.7,78,42.3
0,7,48.7,78,42.3
0,7,48.7,78,42.3
0,9,48.7,79,42.4
2,10,48.9,79,42.6
2.9,5,48.9,79,42.6
2,6,48.9,79,42.6
0,3,48.9,79,42.6
2,4,48.9,79,42.6
0.9,5,48.9,79,42.6
0,5,48.9,79,42.6
0,5,48.9,79,42.6
2.9,7,48.9,79,42.6
0,4,48.9,79,42.6
0,5,48.9,79,42.6
0,2,48.9,79,42.6
0,5,48.9,79,42.6
0,4,48.9,79,42.6
0,7,48.9,79,42.6
4,9,48.9,78,42.4
2,6,48.9,78,42.4
2.9,5,48.9,78,42.4
2,7,48.9,78,42.4
0.9,3,48.9,77,42.1
0,5,48.9,77,42.1
0,5,48.9,77,42.1
0,4,49.1,77,42.3
0,2,49.1,77,42.3
2.9,2,49.3,77,42.4
0,6,49.3,77,42.4
0,6,49.3,77,42.4
0,7,49.5,78,42.8
0,4,49.6,78,43
0,5,49.6,78,43
0,3,49.8,79,43.5
0,4,49.8,79,43.5
0.9,5,50.2,80,44.2
0,5,50.4,80,44.4
0,1,50.4,81,44.8
2,3,50.4,81,44.8
0,6,50.4,82,45.1
0,4,50.2,82,45
0,5,50.2,82,45
0,5,50.2,83,45.1
0,4,50.2,83,45.1
0,4,50.2,84,45.5
0,5,50.2,84,45.5
0,5,50.2,84,45.5
0,7,50.2,84,45.5
0,4,50.4,85,46
0,12.1,50.4,85,46
0,3,50.4,85,46
0,5,50.5,85,46.2
0,4,50.5,85,46.2
0.9,4,50.7,86,46.8
0,3,50.7,86,46.8
0,3,51.1,86,47.1
2,3,51.3,87,47.5
0,6,51.3,87,47.5
0.9,6,51.4,87,47.7
0.9,5,52,87,48.2
0,3,52.2,88,48.7
0,11,52.3,88,48.9
0,3,52.5,88,49.1
2,6,52.9,88,49.5
0,7,53.1,88,49.6
0,5,53.1,88,49.6
0,5,53.2,88,49.8
0,3,53.2,89,50
0,5,53.4,89,50.2
0,3,53.6,89,50.4
0,4,53.8,89,50.5
0,5,53.8,89,50.5
0,4,54,89,50.7
0,2,54,89,50.7
0,3,54.1,89,50.9
0,6,54.3,89,51.1
0,6,54.3,89,51.1
0,3,54.3,89,51.1
0,10,54.5,89,51.3
0,3,54.5,89,51.3
0,0,54.7,89,51.4
0,3,54.7,89,51.4
0,3,54.9,89,51.6
0,3,54.9,89,51.6
0,5,55,89,51.8
0,4,55,89,51.8
0,3,55.2,89,52
0,5,55.2,89,52
0,5,55.4,92,53.1
0,0,55.6,89,52.3
0,5,55.6,90,52.7
0,0,55.6,90,52.7
0,0,55.8,90,52.9
0,9,55.8,90,52.9
0,2,55.9,90,53.1
0,7,55.9,90,53.1
0,5,56.1,90,53.2
0,4,56.1,90,53.2
0,6,56.1,90,53.2
0,3,56.1,90,53.2
0,7,56.3,90,53.4
0,0,56.3,90,53.4
0,2,56.3,90,53.4
0,7,56.5,90,53.6
0,3,56.5,90,53.6
0,1,56.7,90,53.8
0,5,56.7,90,53.8
0,5,56.7,90,53.8
0,0,56.7,90,53.8
0,9,56.7,90,53.8
0,3,56.7,90,53.8
0,4,56.8,90,54
0,6,56.8,90,54
0,4,56.8,90,54
0,4,56.8,90,54
0,5,57,90,54.1
0,5,57,90,54.1
0,4,57,90,54.1
0,5,57,90,54.1
0,5,57,90,54.1
0,4,57,90,54.1
0,5,57,91,54.5
0,6,57,91,54.5
0,5,57,91,54.5
0,4,57,91,54.5
0,5,57.2,91,54.7
0,4,57.4,91,54.9
0,6,57.4,91,54.9
0,5,57.6,91,55
0,6,57.6,91,55
0,6,57.7,91,55.2
0,5,57.7,91,55.2
2,2,57.9,91,55.2
0,3,58.3,92,55.9
0.9,5,58.5,91,55.8
0,6,58.6,91,55.9
4,5,58.8,92,56.5
0.9,5,59,92,56.7
2.9,6,59,92,56.7
2,5,59.4,92,57
4,6,59.5,92,57.2
8.9,3,59.7,92,57.4
6.9,7,60.1,92,57.7
2,5,60.3,92,57.9
2.9,5,60.4,92,58.1
2.9,7,60.6,92,58.3
0.9,6,60.8,92,58.5
2,2,60.8,92,58.5
0,7,61,92,58.6
0,6,61,92,58.6
0,7,61,92,58.6
2.9,5,61.2,93,59.2
0,5,61.2,93,59.2
2,5,61.2,93,59.2
0,6,61.3,93,59.4
0,1,61.3,93,59.4
0,3,61.3,93,59.4
4,6,61.3,93,59.4
0.9,9,61.3,93,59.4
2,5,61.3,93,59.4
2.9,4,61.3,93,59.4
2.9,7,61.5,93,59.5
4,7,61.5,93,59.5
0,5,61.5,93,59.5
0.9,7,61.5,93,59.5
4,6,61.5,93,59.5
0,6,61.5,93,59.5
0,3,61.5,93,59.5
0,1,61.3,93,59.4
0,2,61.3,93,59.4
10.1,6,61.3,93,59.4
2.9,9,61.3,93,59.4
0,11,61.3,93,59.4
4,4,61.3,93,59.4
2,10,61.3,93,59.4
0,8,61.3,93,59.4
0.9,3,61.3,93,59.4
2,11,61.3,93,59.4
0,6,61.3,93,59.4
0,7,61.3,93,59.4
0,3,61.3,93,59.4
0,7,61.3,93,59.4
0,5,61.2,93,59.2
0,5,61.2,93,59.2
0,4,61.2,93,59.2
0,14,61.2,93,59.2
0,7,61.2,93,59.2
0,5,61,93,59
0,11,61.2,93,59.2
0,11,61.2,93,59.2
0,9,61.2,93,59.2
0,7,61.2,93,59.2
0,7,61.2,93,59.2
4.9,2,61.2,93,59.2
0,5,61.2,93,59.2
0,7,61.2,93,59.2
0,5,61.2,93,59.2
0,5,61.2,93,59.2
0,5,61.2,93,59.2
0,13,61.2,93,59.2
0,5,61.2,93,59.2
0,7,61.2,93,59.2
0,4,61.2,93,59.2
0,7,61.2,93,59.2
0,9,61.2,93,59.2
0,7,61.2,93,59.2
2,4,61.2,93,59.2
0,4,61.2,93,59.2
0,9,61.2,93,59.2
0,5,61.2,93,59.2
0,6,61.2,93,59.2
0,5,61.2,93,59.2
0,6,61.2,93,59.2
2.9,2,61.2,93,59.2
0,7,61.2,93,59.2
0,5,61.2,93,59.2
0,6,61.2,94,59.4
0,7,61.2,93,59.2
0,7,61.2,94,59.4
0,9,61.2,93,59.2
0,7,61.2,94,59.4
0,13,61.2,93,59.2
0,7,61.2,93,59.2
2,5,61.2,93,59.2
0,7,61.2,93,59.2
0,7,61.2,93,59.2
0,11,61.2,93,59.2
0,6,61.2,93,59.2
0,12,61.2,93,59.2
0,5,61.2,93,59.2
0,5,61.2,93,59.2
0,10,61.2,93,59.2
0,5,61,93,59
0,6,61,93,59
0,3,61,93,59
0,9,61,93,59
0,4,61,93,59
0,7,61,93,59
0,6,61,93,59
0,6,61,93,59
0.9,5,61,93,59
0,11,61,94,59.2
0,9,61,94,59.2
0,6,61,94,59.2
0,4,61,94,59.2
0,7,61,94,59.2
0,7,61,94,59.2
0,4,61,94,59.2
0,7,61,94,59.2
0,6,61,94,59.2
0,5,61,94,59.2
0,6,61,94,59.2
0,4,61,94,59.2
0,4,61,94,59.2
0,6,61,94,59.2
0,3,61,94,59.2
0,7,61,94,59.2
0,11,61,94,59.2
0,6,61,94,59.2
0,9,61,94,59.2
0,6,61,94,59.2
0,11,61,94,59.2
0,9,61,94,59.2
0,6,61,94,59.2
0,4,61,94,59.2
2.9,4,61,94,59.2
0,3,61,94,59.2
0,8,61,94,59.2
0,8,61,94,59.2
0,8,61,94,59.2
0,7,61,94,59.2
0,6,61,94,59.2
4,6,61,94,59.2
0,4,61,94,59.2
0,7,61,94,59.2
0,4,61,94,59.2
0,5,61,94,59.2
0,3,61,94,59.2
0,7,61,94,59.2
0,10,61,94,59.2
0,10,61,94,59.2
0,7,61,94,59.2
0.9,8,61,94,59.2
2,6,61,94,59.2
0,5,61,94,59.2
0,3,61,94,59.2
0,9,61,94,59.2
0,6,61.2,94,59.4
0,6,61.2,94,59.4
2.9,4,61.2,94,59.4
2,3,61.3,94,59.5
0,7,61.3,94,59.5
0,7,61.5,94,59.7
0,5,61.7,94,59.9
0,7,61.9,94,60.1
2,10,62.1,94,60.3
0,6,62.1,94,60.3
0,4,62.2,94,60.4
0,5,62.2,94,60.4
0,4,62.2,94,60.4
0,5,62.4,94,60.6
0,4,62.4,94,60.6
0,9,62.2,94,60.4
0,9,62.2,94,60.4
0,4,62.4,94,60.6
0.9,3,62.4,94,60.6
0,7,62.8,94,61
0,6,63,94,61.2
2.9,7,63.1,94,61.3
4.9,3,64.2,94,62.4
4.9,6,64.9,92,62.6
0.9,4,65.5,91,62.8
0,6,65.8,89,62.4
0,7,66.4,88,62.8
0,4,66.9,85,62.2
6.9,11,67.6,85,63
0,4,67.8,82,62.1
4.9,4,68.2,81,62.1
2,6,67.6,79,61
2.9,4,67.6,80,61.2
0,1,68,78,60.8
0.9,6,68.9,77,61.3
0,4,68.5,76,60.6
4,12,69.3,75,61
2.9,6,69.1,76,61.2
0,6,69.4,74,60.8
6,6,70.2,73,61.2
4.9,2,70.5,74,61.9
4,5,71.2,71,61.3
6.9,4,70.3,71,60.4
4.9,4,69.3,71,59.5
2,3,69.4,73,60.4
0.9,7,69.6,71,59.7
4,4,70.2,69,59.5
6,5,69.3,70,59
4,4,69.4,71,59.5
2,0,70.3,70,60.1
4,3,69.6,64,56.8
2.9,2,70.2,67,58.6
2,6,70.7,64,57.9
4.9,2,71.1,63,57.7
4,7,70.5,61,56.5
4.9,7,71.2,61,57
6,5,71.4,62,57.7
2.9,5,71.6,62,57.9
0,3,71.8,59,56.7
4.9,2,72.7,62,58.8
2.9,4,72.3,61,58.1
8.9,3,72,59,56.8
4.9,6,71.6,59,56.5
6,4,71.2,60,56.7
2,6,70.5,61,56.5
6,3,70.7,63,57.6
4.9,5,70.7,60,56.1
2.9,2,71.2,61,57
8.9,2,71.1,61,56.8
8.1,3,70.5,61,56.5
0.9,3,70.2,61,56.1
2.9,7,70.2,61,56.1
6,4,69.4,60,54.9
0,6,68.9,62,55.4
8.9,7,69.4,61,55.4
0.9,4,69.1,62,55.6
6.9,4,68.7,62,55.2
4.9,3,68.7,61,54.7
2.9,7,68.7,61,54.7
0,0,68.5,62,55
2,2,68.5,63,55.4
2.9,0,68.4,61,54.3
0,3,67.8,63,54.7
2,4,67.3,63,54.3
6,0,66.9,63,54
4,4,66.7,64,54.1
2.9,0,66.9,63,54
2.9,3,65.5,64,53.1
0.9,4,64.9,67,53.8
0.9,3,65.5,66,53.8
0,5,65.5,66,53.8
6,1,64.9,64,52.5
0,3,63.9,66,52.3
2.9,0,63.1,66,51.6
2.9,4,62.8,66,51.3
4.9,5,62.4,65,50.5
2.9,4,62.1,65,50.2
0,4,62.1,65,50.2
2,6,62.2,66,50.7
2.9,4,63,66,51.4
2.9,6,63,64,50.5
2,5,62.2,63,49.5
4,4,61.9,64,49.6
0,4,61.3,64,49.1
2,0,61,64,48.7
2.9,3,60.6,65,48.7
0,3,60.4,66,49.1
0,4,60.1,66,48.7
0,0,59.7,66,48.4
0,3,59.5,66,48.2
2.9,5,59.5,66,48.2
0.9,0,59.2,64,46.9
2,9,59,64,46.8
0,5,59,63,46.4
4.9,6,58.6,63,46
0,4,58.5,63,45.9
0.9,7,58.1,63,45.5
0,6,57.7,63,45.3
2,5,57.4,63,45
0,6,57,63,44.6
0.9,4,56.7,64,44.6
4,3,56.3,63,43.9
2,0,55.9,62,43.2
2,4,55.8,63,43.3
2,3,55.6,63,43.2
2,4,55.2,63,42.8
2,5,55,63,42.6
2.9,3,54.9,64,43
0,1,54.7,64,42.8
2,6,54.3,63,42.1
4.9,4,54.3,63,42.1
0.9,4,54.1,63,41.9
2.9,4,54,63,41.7
2,3,53.8,63,41.5
0,6,53.8,62,41
0,3,53.4,63,41.2
0.9,0,53.2,62,40.6
0,6,53.1,60,39.6
4.9,3,52.9,60,39.4
4,0,52.5,59,38.7
6,0,52.3,59,38.5
0.9,3,52.2,59,38.3
0.9,4,52,59,38.1
6,4,51.6,59,37.8
0,0,51.4,59,37.6
4,6,51.3,60,37.8
4,4,50.9,61,37.9
0,6,50.7,61,37.8
0,0,50.4,63,38.3
0,5,50,63,37.9
2.9,3,49.6,64,37.9
0,6,49.3,63,37.2
2,4,48.9,62,36.5
0.9,5,48.7,62,36.3
4,10,48.4,62,36
0,3,48.2,62,35.8
0.9,3,48,62,35.6
2,0,47.8,62,35.4
0,0,47.7,62,35.2
2.9,0,47.3,63,35.4
0.9,0,47.1,63,35.2
2,0,46.9,63,35.1
6.9,0,46.8,63,34.9
0.9,0,46.6,63,34.7
2,0,46.4,62,34.2
6,2,46.2,61,33.4
0,0,46,60,32.9
0,1,45.9,60,32.7
2,4,45.7,60,32.5
0.9,0,45.7,60,32.5
0.9,0,45.3,60,32.2
0.9,0,45.3,61,32.7
2.9,0,45.1,61,32.5
0,0,45,61,32.4
4,3,45,62,32.7
0,4,44.8,62,32.5
4,3,44.6,62,32.4
0,1,44.4,62,32.2
2,1,44.4,61,31.8
2,0,44.2,61,31.6
4,0,44.1,61,31.5
2.9,1,44.1,61,31.5
0,5,43.9,61,31.3
2.9,2,43.9,61,31.3
0.9,2,43.7,61,31.1
2,3,43.5,62,31.3
0,0,43.3,62,31.3
0,0,43.2,62,31.1
0,1,43.2,63,31.5
0,0,43,63,31.3
2,1,43,63,31.3
10.1,1,42.6,63,30.9
2.9,1,42.6,63,30.9
0,0,42.6,63,30.9
0,5,42.4,63,30.7
2.9,0,42.4,63,30.7
0,2,42.3,63,30.6
2,4,42.3,63,30.6
0,1,42.1,63,30.4
0,1,42.1,62,30
2,4,41.7,62,29.7
2,3,41.7,62,29.7
4.9,3,41.5,63,29.8
2,4,41.4,62,29.3
2.9,3,41.2,62,29.1
2.9,0,41.2,62,29.1
0.9,0,41,62,28.9
0.9,0,40.8,62,28.8
0,2,40.6,62,28.6
4,2,40.6,61,28.2
0.9,5,40.5,61,28
2.9,9,40.5,61,28
10.1,5,40.3,61,27.9
0.9,9,40.1,61,27.7
4.9,5,39.9,60,27.1
0,7,39.9,60,27.1
0,10,39.7,60,27
0,11,39.6,59,26.4
0.9,13,39.6,59,26.4
0.9,7,39.4,59,26.2
0,7,39.4,59,26.2
0,7,39.2,59,26.1
0,7,39,60,26.2
2.9,7,38.8,60,26.1
2.9,7,38.8,60,26.1
0,7,38.7,59,25.5
0,10,38.7,59,25.5
0,4,38.5,59,25.3
0,6,38.3,59,25.2
0,9,38.1,59,25
0,6,38.1,59,25
0,5,37.9,59,25
0,10,37.8,60,25.2
0,10,37.8,60,25.2
0,8,37.6,61,25.3
0,10,37.6,62,25.7
0,7,37.4,63,25.9
2,5,37.2,63,25.7
0.9,9,37.2,64,26.2
0,7,37,64,26.1
0,11,36.9,65,26.2
0,9,36.9,65,26.2
0,9,36.7,65,26.1
0,9,36.7,65,26.1
0,10,36.5,66,26.2
4,5,36.3,66,26.1
0,5,36.1,66,25.9
0.9,7,36,64,25
4,7,35.8,62,24.1
0.9,2,35.4,60,23
4,5,35.2,59,22.3
0,5,35.2,58,21.9
0.9,3,35.1,57,21.4
2,7,35.1,57,21.4
0,9,34.9,57,21.2
0,11,34.9,57,21.2
2,10,34.7,57,21
0.9,5,34.5,58,21.2
0,5,34.3,58,21
0,10,34.3,58,21
2.9,5,34.3,58,21
0,5,34.2,58,20.8
0,4,34.2,59,21.4
0.9,2,34.2,59,21.4
0,11,34,59,21.2
2,6,33.8,59,21
2,6,33.6,59,20.8
0,11,33.6,59,20.8
0,10,33.4,59,20.7
4,2,33.3,59,20.5
0,12,33.3,59,20.5
0,7,33.1,59,20.3
0.9,5,33.1,59,20.3
0,11,33.1,59,20.3
0,5,32.9,60,20.5
0.9,7,32.9,60,20.5
0,4,32.7,61,20.8
0,12.1,32.7,61,20.8
0.9,12,32.7,61,20.8
0,4,32.7,61,20.8
0,6,32.5,62,21
0,12,32.5,62,21
0,5,32.5,62,21
0,10,32.5,62,21
0,10,32.5,62,21
0,10,32.5,62,21
0.9,11,32.7,62,21.2
2,9,32.7,61,20.8
0,11,32.7,61,20.8
