,OBJECTID_1,OBJECTID,NAME,WADDRESS,DWEBSITE,DEMAIL,DPHONE,NC_ID,CERTIFIED,TOOLTIP,NLA_URL,SERVICE_RE,Sqmi,NC_Name,Population,Populati_1,White_pop,Black_pop,Ameri_es_p,Asian_pop,Hawn_pi_po,Hispanic_p,Other_pop,Multi_pop,Male_pop,Female_pop,Age_under5,Age_5_9,Age_10_14,Age_15_19,Age_20_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85_up,Median_age,Med_age_ma,Med_age_fe,Households,Avg_hh_siz,Househol_1,Hsehld_1_f,Marhh_chd,Marhh_no_c,Mhh_child,Fhh_child,Families,Avg_family,Housing_un,Vacant,Owner_occ,Renter_occ,Shape__Area,Shape__Length
29,30,30,EMPOWERMENT CONGRESS NORTH AREA NDC,http://www.nandc.org/,http://empowerla.org/ECNANDC,ECNANDC@EmpowerLA.org,213-978-1551,77,2002-04-27T00:00:00.000Z,EMPOWERMENT CONGRESS NORTH AREA NDC,navigatela/reports/nc_reports.cfm?id=77,REGION 10 - SOUTH LA 1,5.5881618065100005,EMPOWERMENT CONGRESS NORTH AREA NDC,3660.4573299999997,3684.9837509999998,1227.725165,799.0880243,28.08052147,389.89011419999997,5.907736375,1883.57888,1014.76941,194.9963524,1785.112255,1875.3450699999999,202.1904066,187.7334519,202.48455780000003,737.2570376,556.0725596,471.8062551,396.0029548,364.6538829,252.29230299999998,149.1803396,93.75610244,47.0274762,0.733006605,0.705332124,0.762320537,931.9212574,0.075681027,110.52851880000001,131.0766081,176.90818480000002,108.29623729999999,43.19814808,134.1254798,566.5242889,0.08788040800000001,995.1506062000001,63.22934881,221.14029440000002,710.780963,0.0009680033135739999,0.13644314180262
30,31,31,COASTAL SAN PEDRO NC,http://www.cspnc.org/,http://empowerla.org/CSPNC,CSPNC@EmpowerLA.org,213-978-1551,96,2001-12-11T00:00:00.000Z,COASTAL SAN PEDRO NC,navigatela/reports/nc_reports.cfm?id=96,REGION 12 - HARBOR,5.182587182880001,COASTAL SAN PEDRO NC,4589.610404999999,4716.8271,3055.7275600000003,443.8507823,61.07768383,331.14750939999993,37.67216195,1246.5615699999998,425.0042345,235.13047450000002,3029.305252,1560.30515,146.4652858,159.7755747,163.96852909999998,186.3002834,207.27318390000002,595.5696877,818.6492850999999,872.1312884,687.7203238,424.5147236,232.1849546,95.05728511,3.622786147,3.5469347680000003,3.9247076589999996,1396.178432,0.166290674,278.4582171,200.422407,221.0938398,435.49333600000006,30.15120929,72.33990438,845.93067,0.217267753,1588.114031,191.9355997,873.8691620999999,522.3092696,0.0009009433056239999,0.241633140023151
31,32,32,CENTRAL HOLLYWOOD NC,http://www.chnc.org/,http://empowerla.org/CHNC,CHNC@EmpowerLA.org,213-978-1551,32,2002-04-09T00:00:00.000Z,CENTRAL HOLLYWOOD NC,navigatela/reports/nc_reports.cfm?id=32,REGION 5 - CENTRAL 1,1.7965874395200003,CENTRAL HOLLYWOOD NC,3639.8901539999997,3788.817664,2513.3814239999997,237.9380083,19.66438226,296.21020469999996,7.246177031,911.7277214,410.3484837,155.1014744,1987.82178,1652.068375,118.715857,93.29233868,99.92972297,149.757336,381.9688345,1029.56676,653.8825924,422.80458430000004,311.63783670000004,189.33587859999997,129.52805690000002,59.47035235,2.39356383,2.400294489,2.384516987,1925.9155899999998,0.125677225,562.9252021000001,440.53594789999994,136.27674299999998,221.55693870000002,19.93456666,57.33262339,538.8927635,0.197577532,2175.2193079999997,249.3037176,224.2700184,1701.64557,0.000310955008672,0.079163998726998
32,33,33,EMPOWERMENT CONGRESS CENTRAL AREA NDC, ,http://empowerla.org/ECCANDC,ECCANDC@EmpowerLA.org,213-978-1551,81,2002-03-23T00:00:00.000Z,EMPOWERMENT CONGRESS CENTRAL AREA NDC,navigatela/reports/nc_reports.cfm?id=81,REGION 10 - SOUTH LA 1,4.12895809516,EMPOWERMENT CONGRESS CENTRAL AREA NDC,2893.855454,2898.9935609999998,553.0812724,1285.68815,19.839385699999998,24.82152494,1.8444999219999998,1522.614775,883.6127531999999,124.9678697,1372.8083900000001,1521.0470599999999,211.78149950000002,205.372715,224.21173990000003,260.6307528,232.43211580000002,399.2172251,393.44516830000003,405.7419034,274.80311560000007,156.42218490000002,94.96366126,34.833372,0.908713452,0.83553851,0.972832313,839.5150758999999,0.094299963,69.02431871,108.6353213,183.2067757,113.90592930000001,41.10941119,154.9839245,622.3965994,0.106798923,901.0251619,61.51008605,420.78622699999994,418.72884889999995,0.00071550709913,0.125850465494937
33,34,34,CENTRAL SAN PEDRO NC,http://centralsanpedro.org/,http://empowerla.org/CENTRALSPNC,CentralSPNC@EmpowerLA.org,213-978-1551,95,2002-02-12T00:00:00.000Z,CENTRAL SAN PEDRO NC,navigatela/reports/nc_reports.cfm?id=95,REGION 12 - HARBOR,3.1388579599199997,CENTRAL SAN PEDRO NC,11755.96112,12323.225770000001,6773.92583,1782.7940210000002,250.3503188,528.4191252,163.7208885,4468.851431,1654.94953,601.8014113,9646.6345,2109.32663,222.74452730000002,217.65832059999997,217.30038059999998,337.5453288,578.8802944,2003.0155809999999,2750.8250329999996,2510.37505,1720.6772600000002,870.0665234999999,278.4628264,48.40999705,7.825854539,7.71456252,8.950819839,2231.1286379999997,0.32118212100000004,817.4342723,253.95312689999997,235.32816,517.5709044,43.02616901,146.15831269999998,1059.86974,0.46425769299999997,2791.985618,560.8569807,1300.584174,930.5444641,0.000545528995872,0.14847602879963598
34,35,35,CANOGA PARK NC,http://www.canogaparknc.org/,http://empowerla.org/CPNC,CPNC@EmpowerLA.org,213-978-1551,13,2002-06-18T00:00:00.000Z,CANOGA PARK NC,navigatela/reports/nc_reports.cfm?id=13,REGION 3 - SOUTH WEST VALLEY,5.4072445067,CANOGA PARK NC,8535.380305,8706.346845999999,4899.97821,408.9713255,51.36278346,1208.766662,10.89964435,3324.66144,1532.8644199999999,422.5372574,4226.56502,4308.815286,525.1496572,511.90963330000005,529.4722551,583.0144445000001,627.0904027,1267.479117,1247.627298,1252.6014189999999,928.4917388,566.5692341,338.3219759,157.65312930000002,2.449960134,2.324201838,2.5630416080000002,2980.381061,0.184040774,312.3350167,406.909358,696.4115166,713.7502986000001,106.45018329999999,226.6570778,2017.6525199999999,0.214500305,3139.781516,159.4004549,1519.117878,1461.263183,0.0009345779903919999,0.13656606799132098
35,36,36,BOYLE HEIGHTS NC,http://bhnc.net/,http://empowerla.org/BHNC,BHNC@EmpowerLA.org,213-978-1551,50,2002-05-21T00:00:00.000Z,BOYLE HEIGHTS NC,navigatela/reports/nc_reports.cfm?id=50,REGION 8 - NORTH EAST LA,8.366427280289999,BOYLE HEIGHTS NC,4140.20989,4233.693406,2034.902884,201.47022909999998,44.77684365,382.3404467,1.6263909490000001,2897.20932,1318.178613,156.9144844,2174.011246,1966.198646,260.3336198,241.5169179,274.77930289999995,380.32870130000003,327.24127819999995,732.1440007,659.9374863,497.6902807,356.04346,207.014184,124.44604840000002,78.7346112,1.498962469,1.4971463930000002,1.494961089,1350.487732,0.143828831,277.7051693,185.58259730000003,248.53461910000001,188.4344638,46.0805821,126.27993070000001,734.1522672,0.163907462,1483.9783699999998,133.49063950000001,329.404739,1021.08299,0.001449058980825,0.160920480353592
36,37,37,NC VALLEY VILLAGE,http://www.myvalleyvillage.com/,http://empowerla.org/NCVV,NCVV@EmpowerLA.org,213-978-1551,25,2002-09-10T00:00:00.000Z,NC VALLEY VILLAGE,navigatela/reports/nc_reports.cfm?id=25,REGION 4 - SOUTH EAST VALLEY,2.8765905836699996,NC VALLEY VILLAGE,4849.159628,4988.56922,3526.05587,274.779018,29.54632303,335.09655239999995,4.251815587,1108.18008,465.2893828,214.14066719999997,2387.929485,2461.2301429999998,264.6726041,225.37279300000003,215.2068665,228.74303219999996,312.3652765,924.6272704,866.3248248,698.6736955,563.0024297,286.2697234,163.4823783,100.41873340000001,3.08320543,3.041197375,3.126691073,2204.80818,0.17927764,367.03488,443.6384409,337.27301639999996,408.30080239999995,42.78820759,121.881005,1074.39509,0.237627845,2355.472253,150.6640715,760.6937697000001,1444.11441,0.0004974727683019999,0.09485673611262899
37,38,38,WATTS NC,http://thewattsnc.com/,http://empowerla.org/WATTS,WattsNC@EmpowerLA.org,213-978-1551,88,2002-12-03T00:00:00.000Z,WATTS NC,navigatela/reports/nc_reports.cfm?id=88,REGION 9 - SOUTH LA 2,2.9455093274,WATTS NC,4169.552485,4257.86871,1156.5221099999999,1168.944015,29.30484867,13.65667567,3.634779328,2889.256389,1645.0295800000001,152.46047009999998,1886.8853,2282.6671890000002,397.9390091,376.6864233,388.0045392,418.185369,386.3060789,649.7285268999999,588.32858,481.6178102,280.0972195,116.75873689999999,58.02506007,27.87512811,1.3259539470000001,1.259377068,1.376104478,869.3641562999999,0.225706488,44.77499324,58.76270101,272.1308685,81.36327344,60.35096839,220.3945639,738.3696623,0.23406254,938.2939261,68.92976983,354.1269097,515.2372466,0.000510734239242,0.10765186036866499
38,39,39,ARLETA NC,http://www.arletanc.org/,http://empowerla.org/ANC,ANC@EmpowerLA.org,213-978-1551,6,2002-10-22T00:00:00.000Z,ARLETA NC,navigatela/reports/nc_reports.cfm?id=6,REGION 1 - NORTH EAST VALLEY,4.78905456451,ARLETA NC,4219.376061999999,4224.246486999999,1867.9267300000001,87.1606797,31.25590739,660.7421502999999,5.004936508,3001.38049,1387.0458199999998,180.2398348,2110.388382,2108.98768,289.9285528,287.18494639999994,314.69293460000006,367.938014,343.49915489999995,640.4938459,596.7951462,559.8921279,411.9478363,225.0274236,131.5334837,50.44259520000001,1.480230219,1.4206036080000002,1.543569049,1020.032138,0.186809347,52.01621576,62.88087276,355.549845,233.62927940000003,54.74321391,105.40115130000001,861.1735374,0.19249435399999998,1063.7935699999998,43.7614331,690.9697633,329.0623749,0.0008274493402499999,0.13210781195389998
39,40,40,ATWATER VILLAGE NC,http://www.atwatervillage.org/,http://empowerla.org/AVNC,AVNC@EmpowerLA.org,213-978-1551,37,2003-02-11T00:00:00.000Z,ATWATER VILLAGE NC,navigatela/reports/nc_reports.cfm?id=37,REGION 7 - EAST,2.9860725640499997,ATWATER VILLAGE NC,6846.269484,6852.9664,3463.614356,122.983019,54.51801239,1283.27002,8.22551854,3787.11825,1582.44214,331.2164104,3408.3994299999995,3437.870049,393.77021,361.18538839999997,372.19752539999996,464.73188949999997,487.4927533,1164.9846300000002,1161.4148699999998,927.6758845,760.9710508999999,444.2476087,223.0865162,84.51116188,16.6672925,20.60567861,13.54258271,2440.8812559999997,0.8506795840000001,337.22425,319.53026239999997,504.27585769999996,484.89387760000005,89.78600577,192.7777697,1524.31106,1.010800993,2592.7468,151.8655455,905.1248434,1535.75641,0.000516635628856,0.131152791159357
40,41,41,CHATSWORTH NC,http://chatsworthcouncil.org/,http://empowerla.org/CNC,CNC@EmpowerLA.org,213-978-1551,99,2003-04-29T00:00:00.000Z,CHATSWORTH NC,navigatela/reports/nc_reports.cfm?id=99,REGION 2 - NORTH WEST VALLEY,16.7348091703,CHATSWORTH NC,8516.47155,8925.160914,5095.0334649999995,348.9134704,44.82027865,2031.487989,10.10615831,1580.10591,546.3176567,439.79253550000004,4204.64445,4311.8271,486.88568889999993,484.5778903,509.4782744,538.4623128,458.5608677,1073.0357199999999,1280.969771,1465.03508,1162.45987,626.8932683999999,313.4410413,116.6717665,4.32566883,4.142513806,4.416060708,3130.572105,0.271573462,329.3789152,364.545213,790.2838207000001,946.7142813999999,80.20144767,166.92128119999998,2227.29697,0.319034651,3344.0756300000003,213.5035255,2027.802404,1102.7697,0.00289096002507,0.28035436294909005
41,42,42,WEST HILLS NC,http://www.westhillsnc.org/,http://empowerla.org/WHNC,WHNC@EmpowerLA.org,213-978-1551,11,2002-01-22T00:00:00.000Z,WEST HILLS NC,navigatela/reports/nc_reports.cfm?id=11,REGION 3 - SOUTH WEST VALLEY,13.6780917903,WEST HILLS NC,3001.760263,3028.2109,2209.95343,96.66302209,9.043357944,389.3825419,2.6061755840000003,448.50973,147.68866709999998,146.4230657,1478.38787,1523.372388,134.1341746,177.44436389999998,202.56981930000003,210.8973656,154.6592771,255.10400130000002,404.50804639999996,545.7707707000001,420.4596068,251.30659269999998,176.22944840000002,68.67679574,1.6474306319999998,1.538248187,1.690128377,1046.971319,0.09577542900000001,80.86963601,104.1643571,291.56195539999993,346.47245360000005,24.05827758,51.35313886,804.0998900000001,0.10977839999999998,1084.37186,37.40054158,871.5803909,175.39092769999996,0.002364164657138,0.256766756331964
42,43,43,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC, ,http://empowerla.org/ECSEANDC,ECSEANDC@EmpowerLA.org,213-978-1551,87,2002-03-23T00:00:00.000Z,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,navigatela/reports/nc_reports.cfm?id=87,REGION 9 - SOUTH LA 2,6.20261083486,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,2853.157489,2896.38127,691.5208307999999,992.2000354,20.17816691,7.937999761,3.4625390780000003,1819.4549129999998,1029.2830609999999,108.57485530000001,1376.7718849999999,1476.3856039999998,277.2364242,255.99408309999998,263.8364072,272.80383860000006,243.06125690000002,427.5594228,375.0779434,340.8276892,206.6986716,106.2559875,60.40101509,23.40474916,0.543062426,0.519651926,0.565780472,744.1620782000001,0.075212431,59.49219837,75.11330252,190.0913778,74.19476326,50.53947623,167.3962425,576.1411874,0.081848514,809.5514637,65.38938552,257.0403762,487.12170199999997,0.00107538170073,0.14580314439433803
43,44,44,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),http://www.canndunc.org/,http://empowerla.org/CANNDU,CANNDU@EmpowerLA.org,213-978-1551,86,2003-03-11T00:00:00.000Z,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),navigatela/reports/nc_reports.cfm?id=86,REGION 9 - SOUTH LA 2,3.7168316046800007,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),3364.9431700000005,3410.9129,975.0655662999999,670.8513002999999,25.97060824,7.352716101,2.235157615,2665.40925,1563.207672,120.26014609999999,1669.10561,1695.837552,345.24796089999995,312.6277895,314.5639046,328.4864333,295.86271960000005,548.2575009,465.8581484,378.62442339999996,212.8835547,92.63774722,51.77837094,18.11461333,0.86078704,0.839134032,0.883538108,785.9641829,0.13743966400000002,47.94272466,53.78358424,253.17102709999998,78.80645187,67.16613917,163.5131279,653.177273,0.143892284,858.9842553999999,73.02007252,240.66936209999997,545.2948207999999,0.0006442069923200001,0.10211622634617401
44,45,45,SYLMAR NC,http://www.sylmarneighborhoodcouncil.org/,http://empowerla.org/SNC,SNC@EmpowerLA.org,213-978-1551,5,2003-05-06T00:00:00.000Z,SYLMAR NC,navigatela/reports/nc_reports.cfm?id=5,REGION 1 - NORTH EAST VALLEY,18.1850619716,SYLMAR NC,6462.72482,6634.088458,4102.637877,209.9732406,97.9994964,490.282396,5.806481432999999,3288.190532,1343.177822,212.84750440000002,3190.729591,3271.995228,395.06685560000005,410.7539057,460.1999623,481.25506179999996,501.1354691000001,872.5085644,807.5759763,989.1236545,828.8857006,344.63989219999996,240.51598230000002,131.0637935,7.414403599,7.414421185,7.289151636000001,1937.164446,0.583904153,198.9180826,181.7833215,584.6511536,526.3451198,70.51822295,117.91835559999998,1432.03015,0.661439245,2156.51215,219.3477095,1372.8183,564.3461456,0.0031393159542859998,0.346752623470181
45,46,46,PORTER RANCH NC,http://www.prnc.org/,http://empowerla.org/PRNC,PRNC@EmpowerLA.org,213-978-1551,114,2003-07-01T00:00:00.000Z,PORTER RANCH NC,navigatela/reports/nc_reports.cfm?id=114,REGION 2 - NORTH WEST VALLEY,8.46333630651,PORTER RANCH NC,18775.67366,20104.86065,11125.74295,700.2718927,103.48388270000001,5064.829861,19.70161522,2610.93383,713.3511988,1048.292257,9423.43105,9352.242611,1074.2143019999999,1099.26999,1145.5358800000001,1097.786542,944.2776144,2415.69024,2974.140276,3478.4652929999997,2629.930319,1257.88472,514.5474588000001,143.9310158,20.15124355,20.16411877,20.12732866,6966.712601,1.3301612090000001,811.073364,666.6896401,1837.17617,2205.58401,181.4010237,318.7613645,5031.69049,1.556217837,7408.2316,441.5190031,4266.835811999999,2699.87679,0.001461507629529,0.183749675141349
46,47,47,WOODLAND HILLS-WARNER CENTER NC,http://www.whcouncil.org/index.php,http://empowerla.org/WHWCNC,WHWCNC@EmpowerLA.org,213-978-1551,16,2002-03-06T00:00:00.000Z,WOODLAND HILLS-WARNER CENTER NC,navigatela/reports/nc_reports.cfm?id=16,REGION 3 - SOUTH WEST VALLEY,22.715994914699998,WOODLAND HILLS-WARNER CENTER NC,7203.7878599999995,7204.876209999999,5860.52101,212.06812259999998,20.307231899999998,523.1758697,4.05677249,764.7380559999999,252.67889900000003,330.97995719999994,3532.86724,3670.920621,345.8281412,431.15662249999997,468.7624787,438.6484895,331.5532259,709.4357197,954.037958,1236.536356,1125.573975,638.1105547000001,381.54569039999996,142.59865,1.574638786,1.562182976,1.585452855,2749.159293,0.09429477,266.5824302,338.2388294,683.1432002,897.4074697000001,65.91669037,125.50753449999999,1949.6948109999998,0.108675028,2934.72594,185.56664730000003,1991.7224440000002,757.4368488,0.00392826486177,0.32348234252697805
47,48,48,WEST LOS ANGELES NC,http://www.wlanc.com/,http://empowerla.org/WLANC,WLANC@EmpowerLA.org,213-978-1551,66,2003-10-07T00:00:00.000Z,WEST LOS ANGELES NC,navigatela/reports/nc_reports.cfm?id=66,REGION 11 - WEST LA,2.73192809668,WEST LOS ANGELES NC,2991.430863,3083.78868,1714.7716469999998,259.45403,22.64688862,606.6618321000001,5.2973723360000005,579.1464788,232.92555019999998,149.6735378,1611.22031,1380.210558,120.14630109999999,79.52881175,80.03337009,105.720072,264.85247979999997,744.1964241000001,489.07180070000004,388.86912789999997,358.8283895,173.8873636,111.270857,75.02586579,2.9099004660000003,2.9143634589999996,2.668245159,1334.7513800000002,0.158973756,271.8605197,294.00959889999996,138.8134025,208.8910773,19.137256100000002,48.58679023,513.0896057,0.210801863,1469.43572,134.68433819999998,334.64104039999995,1000.1103400000001,0.00047315262122500006,0.09634792825973
48,49,49,CENTRAL ALAMEDA NC, ,http://empowerla.org/CANC,CANC@EmpowerLA.org,213-978-1551,110,2003-09-30T00:00:00.000Z,CENTRAL ALAMEDA NC,navigatela/reports/nc_reports.cfm?id=110,REGION 9 - SOUTH LA 2,1.9618278250499999,CENTRAL ALAMEDA NC,4470.59785,4542.38095,1794.677453,393.7262243,54.40565007,37.82189385,1.073495971,3792.8993729999997,2008.807409,180.08572819999998,2262.937061,2207.660793,425.8129432,398.32892089999996,412.9244999,450.19338939999994,401.47577010000003,738.5496797999999,630.3809186000001,458.08320489999994,321.97923039999995,133.22058149999998,69.27031226,30.37840304,5.587674726,5.784196444,5.462101139,974.1836185000001,0.7252200540000001,54.900026399999994,52.59587965,358.1159033,115.39395159999998,81.28761149,168.7866076,828.1280423999999,0.7508953420000001,1031.561259,57.37764046,269.8803003,704.3033182999999,0.000339934973681,0.073933396917723
49,50,50,OLYMPIC PARK NC,http://opnc.org/,http://empowerla.org/OPNC,OPNC@EmpowerLA.org,213-978-1551,104,2003-12-02T00:00:00.000Z,OLYMPIC PARK NC,navigatela/reports/nc_reports.cfm?id=104,REGION 6 - CENTRAL 2,1.65292071937,OLYMPIC PARK NC,6498.215757,6508.7786909999995,1863.0459600000002,802.8587851,48.57673301,2108.386336,2.98790693,2661.684153,1388.37463,283.9853983,3162.23612,3335.979632,381.43635770000003,340.4669445,360.35182599999996,396.7643293,448.5062239,1082.8703,1023.5527289999999,948.1543214,740.8300475,413.0094523,231.0486204,131.22460049999998,2.92829102,2.814642653,3.0500688439999997,2324.478549,0.20863828199999998,253.30282180000003,342.71486769999996,453.13730549999997,483.1346603999999,83.57832416,198.64625180000002,1492.456791,0.25254298,2503.571573,179.0930237,714.4875785,1609.9909699999998,0.000286232469307,0.10729293279969901
50,51,51,HARBOR GATEWAY NORTH NC,http://www.harborgatewaynorth.org/,http://empowerla.org/HGNNC,HGNNC@EmpowerLA.org,213-978-1551,90,2002-11-12T00:00:00.000Z,HARBOR GATEWAY NORTH NC,navigatela/reports/nc_reports.cfm?id=90,REGION 12 - HARBOR,4.61443007731,HARBOR GATEWAY NORTH NC,6088.16318,6174.00603,1562.959931,2378.00318,36.58698377,350.3743027,19.55036088,2792.41434,1484.27191,256.4165147,2922.334112,3165.829072,404.7965764,415.4720355,459.1234883,496.35994000000005,450.8441758,750.1273568,831.7460732999999,860.3313542000001,621.9790945,418.6039269,291.38140830000003,87.3977503,2.048612882,1.963376724,2.008460066,1826.7155699999998,0.18858915899999998,150.9440284,207.0994969,437.2879868,356.14447939999997,80.85370221,250.21793849999997,1383.115985,0.21084341,1905.253253,78.53768552,1189.30194,637.413629,0.0008003909551919999,0.204067406152423
51,52,52,EMPOWERMENT CONGRESS WEST AREA NDC,http://www.ecwandc.org/,http://empowerla.org/ECWANDC,ECWANDC@EmpowerLA.org,213-978-1551,79,2002-03-23T00:00:00.000Z,EMPOWERMENT CONGRESS WEST AREA NDC,navigatela/reports/nc_reports.cfm?id=79,REGION 10 - SOUTH LA 1,4.76795212826,EMPOWERMENT CONGRESS WEST AREA NDC,3853.53615,3877.4814119999996,914.1220076999999,2028.9341170000002,18.00031529,250.7123179,4.738199967,867.2795433,447.266616,189.7625724,1746.71634,2106.8198039999997,197.9827511,199.14020060000001,209.3997961,232.79146,205.9106218,480.01964730000003,528.4606946,592.2406762999999,519.6966103,357.4119901,228.28870809999998,102.1929849,2.032348168,1.920798807,2.116966278,1657.290718,0.11000026199999999,215.751836,375.5408123,231.1543437,327.4179435,39.80652501,158.49320490000002,948.1299299000001,0.140032483,1751.186136,93.89541811,963.6341669,693.6565507,0.000826030540338,0.19263426447949
52,53,53,HARBOR GATEWAY SOUTH NC,http://www.harborgatewaysouth.org/,http://empowerla.org/HGSNC,HGSNC@EmpowerLA.org,213-978-1551,91,2003-04-08T00:00:00.000Z,HARBOR GATEWAY SOUTH NC,navigatela/reports/nc_reports.cfm?id=91,REGION 12 - HARBOR,4.68269625,HARBOR GATEWAY SOUTH NC,7138.01709,7182.802320000001,2240.123578,1724.86595,48.4496155,1261.2488369999999,46.16275112,2852.37368,1476.551647,340.61471739999996,3488.5073859999998,3649.509708,430.9078613,431.8677376,463.6006966,523.4078536000001,486.5752807,912.9679789999999,1008.185914,1073.27065,785.0682132000001,522.2212072,374.7677506,125.1759507,3.796869383,3.6712696539999996,3.9161384289999996,2274.670617,0.29776379399999997,227.5347432,271.4268672,534.5516727,523.8226331000001,84.21736506,225.5605951,1649.04638,0.34216075,2372.473844,97.80322732,1446.4286029999998,828.2420136,0.000812829863662,0.22103196573826303
53,54,54,GLASSELL PARK NC,http://glassellparknc.org/,http://empowerla.org/GPNC,GPNC@EmpowerLA.org,213-978-1551,39,2002-01-08T00:00:00.000Z,GLASSELL PARK NC,navigatela/reports/nc_reports.cfm?id=39,REGION 8 - NORTH EAST LA,3.72041263077,GLASSELL PARK NC,6764.761339,6755.412744,3165.192292,128.9581398,58.45196789,1422.4173859999999,8.041759036,3847.4106850000003,1673.48254,308.2172584,3376.145339,3388.616,414.1733235,382.9868126,394.3656141,453.0953954,468.1480526,1055.063842,1072.74202,947.8211747000001,793.1477267000001,446.43782139999996,248.47614819999998,88.30341186,2.974398189,2.8881977,3.070757509,2274.903216,0.23922129999999997,244.6818415,252.9768075,527.4852781999999,509.0480033,84.84749141,183.36311940000002,1546.973827,0.284268193,2420.3627699999997,145.4595534,1044.092081,1230.81113,0.000643755984356,0.13557786117081
54,55,55,HOLLYWOOD STUDIO DISTRICT NC,http://hsdnc.org/,http://empowerla.org/HSDNC,HSDNC@EmpowerLA.org,213-978-1551,33,2005-11-01T00:00:00.000Z,HOLLYWOOD STUDIO DISTRICT NC,navigatela/reports/nc_reports.cfm?id=33,REGION 5 - CENTRAL 1,1.84882300524,HOLLYWOOD STUDIO DISTRICT NC,4284.4518,4400.738325,2202.917555,222.7010934,35.98178041,412.0565894,4.53301796,2382.48128,1182.64633,223.61543199999997,2251.673498,2032.7783,217.61183450000001,194.97483569999997,214.0843664,285.61238,410.55630310000004,845.4178281999999,676.1974899,568.0191331,398.40466349999997,230.7152953,170.14262250000002,72.71504977,1.951563179,1.8916597480000001,2.033319745,1675.101597,0.133074106,337.87778110000005,301.5270876,241.5432241,236.1292341,54.68787746,130.3058303,821.6295424,0.181205905,1898.0791600000002,222.97756280000002,121.56642620000001,1553.535171,0.00032000403143700007,0.081496882443432
55,56,56,EAST HOLLYWOOD NC,http://easthollywood.net/,http://empowerla.org/EHNC,EHNC@EmpowerLA.org,213-978-1551,34,2007-04-19T00:00:00.000Z,EAST HOLLYWOOD NC,navigatela/reports/nc_reports.cfm?id=34,REGION 5 - CENTRAL 1,2.48244566457,EAST HOLLYWOOD NC,4488.859164,4489.193854,2194.61677,188.7865297,45.33810129,689.9273139999999,5.321932063999999,2271.41655,1145.0290400000001,219.83947129999999,2266.99864,2221.860525,232.73012340000002,205.3183392,224.8263289,278.41695089999996,391.9209338,893.8602357000001,692.7937218,603.1499239,440.5809393999999,260.2047483,182.0761546,82.98076407,1.4850503430000002,1.442196999,1.536889935,1708.1995399999998,0.105923942,295.8687128,312.5285083,259.7234975,266.67277859999996,51.77644455,139.8877547,889.3872299000001,0.137697743,1819.3799600000002,111.18042220000001,139.1891512,1569.010389,0.000429674919587,0.083880684584948
56,57,57,PANORAMA CITY NC,http://www.panoramacitync.org/,http://empowerla.org/PCNC,PCNC@EmpowerLA.org,213-978-1551,100,2007-03-15T00:00:00.000Z,PANORAMA CITY NC,navigatela/reports/nc_reports.cfm?id=100,REGION 1 - NORTH EAST VALLEY,5.2503059384099995,PANORAMA CITY NC,6220.3498469999995,6251.3815,2711.3164739999997,170.49379059999998,41.64127099,1019.435198,6.898755995,4071.469257,2002.7813030000002,267.7830544,3106.365098,3113.9847489999997,459.3204005,448.3833779,462.75108880000005,525.4184853999999,513.1326424,961.7579447,909.6807779999999,807.8486042999999,579.0412247,307.893839,176.0511554,69.070306,1.340272727,1.291090147,1.390390566,1579.33521,0.157086705,88.31830488,100.8359873,531.2839521000001,330.5538161,89.46389479,177.86294880000003,1300.615796,0.16426470599999998,1657.9839,78.64869182,829.7882473999999,749.5469611000001,0.000907323784759,0.14664593818107802
57,58,58,EAGLE ROCK NC,http://www.eaglerockcouncil.org/,http://empowerla.org/ERNC,ERNC@EmpowerLA.org,213-978-1551,40,2002-04-02T00:00:00.000Z,EAGLE ROCK NC,navigatela/reports/nc_reports.cfm?id=40,REGION 8 - NORTH EAST LA,6.04575285786,EAGLE ROCK NC,4244.540138,4259.843563,2423.907767,104.7988993,22.73408638,965.4803268,3.539802512,1292.6068400000001,505.83469110000004,218.24456519999998,2075.704841,2168.835297,207.7767808,195.87573899999998,211.91447000000002,348.33122180000004,329.740811,467.5559222,583.6071227000001,621.3985315,592.0338042000001,370.493335,228.3784214,87.43397847,2.194046701,2.139973632,2.246223392,1499.669712,0.138418412,156.2967309,187.59275380000003,311.9767475,460.711756,36.50080319,80.66844859,1020.8939119999999,0.16325024300000002,1570.98926,71.31955128,996.0096737,503.6600386,0.001045874729243,0.18903746407208
