,OBJECTID,the_geom,LeftFrom,LeftTo,RightFrom,RightTo,LParity,RParity,PreDir,PostType,PostDir,LeftZip,RightZip,LLegalCom,RLegalComm,AddrName,ZIPC,PCITY1,PCITY2,PCITY3,Shape_Leng
26,26,"MULTILINESTRING ((-118.31137411700942 33.7219918280838, -118.31130328755191 33.72195628306474, -118.31117317535717 33.721896174884776, -118.31101015939635 33.72182926957363, -118.31090643213884 33.72179141859149, -118.31081425664351 33.721762454432074, -118.31072043974088 33.72173625664548, -118.31059372773015 33.72170532339437, -118.31046538135986 33.72167818143969, -118.31033705136309 33.72165515646723, -118.31020708998312 33.72163556938751, -118.31007550082983 33.72162010983507, -118.30991267930887 33.72160610359784, -118.30973178919967 33.721597294850405, -118.30970930830712 33.72159698852724, -118.30961080752039 33.721595641029175, -118.30958380714038 33.72159527149039, -118.30917277203557 33.72159564260957, -118.30903958467668 33.72159289360845, -118.30865153156047 33.72158460717496, -118.30854795075706 33.721584194979684, -118.30564272654988 33.72158165755138, -118.30519057807597 33.721581430773526, -118.30388707739966 33.72158601370964, -118.30345601787579 33.72158752653117, -118.30154544948446 33.72156932214614, -118.30124127859537 33.72156871128024, -118.30034307065543 33.72156668058924, -118.29950832810103 33.721564794400834, -118.29902494290822 33.72156359270461, -118.2985629337808 33.72156268038536, -118.29730843626658 33.72155994762816, -118.2968234082125 33.72155908461795, -118.29509867892888 33.72155542829892, -118.29462351573103 33.72155453221724, -118.29373566648222 33.72155258277716, -118.29352193738744 33.72155550789851, -118.29342327383566 33.721551627845365, -118.29306308492697 33.72151712738175, -118.2929989290784 33.72150766644734, -118.29295285715781 33.72149678754964, -118.2928952239766 33.721471855327266, -118.29285075334512 33.72144929353551, -118.2927403595624 33.721381899125014))",1427,1513,1426,1512,Odd,Even,W,STREET,,90732.0,90732.0,LOS ANGELES,LOS ANGELES,25TH,90732.0,SAN PEDRO,,,5707.27712652
27,27,"MULTILINESTRING ((-118.28595810394992 33.71054260378232, -118.28588079471538 33.710398015655116, -118.28582954104459 33.710311926110556, -118.2857238527693 33.71017203994016, -118.28566597712181 33.71007256976931, -118.28553313705942 33.70919875021271, -118.28550793710268 33.709039780936024, -118.28550282090916 33.70898518111583, -118.28551242859405 33.70890993805534), (-118.28595810394992 33.71054260378232, -118.28595751651801 33.71054242127296), (-118.28596186449604 33.71054963736064, -118.28595810394992 33.71054260378232), (-118.28793201683246 33.71154133101404, -118.2874034534792 33.71154534027244, -118.28716102457085 33.71154695875394, -118.287029470811 33.71153628077756, -118.28693242572062 33.71152139957931, -118.28688471044795 33.71150949189421, -118.28681226810116 33.71147772180386, -118.28677108992682 33.71145446392168, -118.2867068321856 33.71141237010506, -118.28663594485255 33.71135449145849, -118.28657489671515 33.71128972169857, -118.28648408794048 33.71117487504406, -118.28613053050184 33.710660164017455, -118.28603491999313 33.71058345380473, -118.285983847289 33.71055060108323, -118.28595810394992 33.71054260378232))",3720,3898,3721,3899,Even,Odd,,DRIVE,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,STEPHEN M WHITE,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1401.67398868
28,28,"MULTILINESTRING ((-118.26266891423192 33.782900898012144, -118.26253701689573 33.78123670416825, -118.26243931893416 33.77998460562815, -118.26240677435442 33.77957387994123, -118.26232455195401 33.77853435864881, -118.26220977393525 33.777080345367274, -118.26209337828321 33.775632506606414, -118.26206595813618 33.77527980087209, -118.26198192103935 33.77418464825407, -118.26187212784933 33.772740925284616, -118.26176065681491 33.77128653590753, -118.26148166501794 33.77044263012957, -118.2612856758105 33.76984978468071, -118.26128069997567 33.769836061020825, -118.26115947741351 33.76947258401182, -118.26108972195954 33.76926047550129, -118.26104159733387 33.769125249249214, -118.26101169671723 33.76903189001668, -118.26097677228695 33.768911749783264, -118.26094843146898 33.768790910122604, -118.26093839345354 33.76873630236232, -118.26092489242842 33.768627114957226, -118.26091797589002 33.76851927365223, -118.26091282297583 33.76844887802738, -118.26091011151253 33.76842146907751, -118.26090602925834 33.7683801979217, -118.26089585894664 33.76828438616962, -118.26075297083868 33.76676963146454))",101,199,100,198,Odd,Even,N,BOULEVARD,,90744.0,90744.0,LOS ANGELES,LOS ANGELES,AVALON,90744.0,WILMINGTON,,,5915.22158394
29,29,"MULTILINESTRING ((-118.27810190215142 33.726164457042714, -118.27805380002901 33.72603782786511, -118.2779661173951 33.725875223744296, -118.277929739974 33.72581348278738, -118.2777661184001 33.725559003387865, -118.27766858291776 33.725399857438305, -118.27756766625397 33.725212210119, -118.27750640736016 33.725084579782425, -118.27746167225219 33.72498095346001, -118.27743679143882 33.72491540765171, -118.2773686305797 33.72468887407487, -118.27733379855692 33.724597246404294, -118.27728747302613 33.724509767787005, -118.27724119412694 33.72443671397637, -118.2771668484681 33.724328692460475, -118.27715032836628 33.72430503004089, -118.27700333631502 33.72410581218026, -118.27695541817823 33.72403379245633, -118.27684793379521 33.72384856400448, -118.27678836865624 33.72373501269431, -118.27675194328172 33.72365850131122, -118.27671880400784 33.72358095194244, -118.2766905950031 33.72350236171035, -118.27665233779855 33.72336849556877, -118.2765956962563 33.72314399414987, -118.27601022082953 33.72159868149095, -118.27593704496726 33.72134502264309, -118.27585228955132 33.72106940900962, -118.27541442249671 33.71990672749952, -118.27540728624531 33.71988373121853, -118.27538119017464 33.71979963943773, -118.27537119274687 33.71975947700989, -118.27536781558823 33.71973234955665, -118.2753609250391 33.71963653666139, -118.27536060863784 33.71954002177389, -118.27536367163101 33.71947132037721, -118.27536846991944 33.719430436234106, -118.27537815656642 33.71937614549509, -118.27544792557883 33.71909330746451, -118.27549672548571 33.718933824743836, -118.27558303819036 33.71868254817277, -118.27563183755079 33.71852272103382, -118.27564970259347 33.71845570307939, -118.2756852938877 33.71827907697112, -118.27570786002941 33.718142323448134, -118.27571745606313 33.71806021077738, -118.27572207375715 33.71796471501797, -118.27572025151214 33.71791010807282, -118.2757101277765 33.71783078838105, -118.27570340619101 33.717787181962585, -118.27566834547055 33.71762411410024, -118.27564502089676 33.71753005537129, -118.27559020132338 33.717357757229266, -118.27544594332116 33.71698473471209, -118.27504363979796 33.71613075226965))",2400,2998,2401,2999,Even,Odd,,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,MINER,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,3851.58667573
30,30,"MULTILINESTRING ((-118.26724717536231 33.739773770408384, -118.26681686615946 33.739947149732046))",261,299,252,298,Odd,Even,,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,CANNERY,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,145.253293519
31,31,"MULTILINESTRING ((-118.26681686615946 33.739947149732046, -118.26538489240797 33.73747043874078, -118.26537662241057 33.737455343280786, -118.26498806066024 33.73678574008355, -118.2648127942958 33.73648318307513, -118.26485327910585 33.73472004440941), (-118.26779808938247 33.74080674502818, -118.26726372741761 33.739807394883535, -118.26724717536231 33.739773770408384))",700,898,781,899,Even,Odd,,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,WAYS,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,2453.52645267
32,32,"MULTILINESTRING ((-118.28412466214337 33.71787303245771, -118.28424132203779 33.71785249109221, -118.28437603400302 33.717822290623744, -118.28441545070189 33.717809832438896, -118.28444499961816 33.71779671153431, -118.28449749557701 33.71776292623164, -118.28453191846653 33.71773261837857, -118.28455975695387 33.717699923592434, -118.2846071902025 33.71762733789243, -118.28499021249262 33.71712942715231, -118.28515034380398 33.7168381260511, -118.28521737402143 33.71672736918108, -118.28526310513362 33.71663864408852, -118.2852973184757 33.716546856855196, -118.2853314849774 33.716440984673525, -118.28540460538596 33.71618767333955, -118.28559445657345 33.7154515051437, -118.2856286340265 33.7153494119584, -118.2856481366774 33.71528273211352, -118.28567726865946 33.71514733413428, -118.28568845198004 33.71505182241289, -118.28569113255121 33.71487321071548, -118.28560154653397 33.71366817748184, -118.28558781909184 33.71349922199213, -118.28557598547084 33.71340342148214, -118.28556905698821 33.71337524440428, -118.28556265026305 33.7133491846136, -118.28555269893768 33.71332379133351, -118.28550472251209 33.713235289526544, -118.28548148278423 33.713169398123114, -118.28547467461486 33.713101062513864, -118.2854742544086 33.71297741460504, -118.28546707265987 33.71279882457385, -118.28545688216134 33.71270302106447, -118.28544354723006 33.71264912765995, -118.28540701725343 33.71254273723073, -118.28538880526563 33.71250465599219, -118.28535412355768 33.71245836870369, -118.28528979227009 33.71239463558378, -118.2852320274774 33.71232779471186, -118.28519072688877 33.712268472954655, -118.28514275270028 33.712180657957724, -118.28512782423314 33.71214153758143, -118.28512115866108 33.712115105165125, -118.28511942145126 33.7120876324539, -118.28512252156739 33.71203198179869, -118.28511397657718 33.7119361734702, -118.28511365280927 33.711356736726216, -118.28512929357811 33.71112142070694, -118.28512915368096 33.711080204448514, -118.28512234355182 33.711010839333376, -118.28511567582989 33.71098406435653, -118.28510408548101 33.71095936187784, -118.28509418236652 33.710948049888735, -118.28505463944362 33.71092169630217, -118.28502500797721 33.71090974682417, -118.28499373966173 33.71090020281402, -118.28494603541589 33.71089104210888, -118.28482930508814 33.71088822735815, -118.284781599874 33.710879410061736, -118.28471907005954 33.71086135320702, -118.28462854483577 33.710829624613154, -118.28455446806345 33.710799917866844, -118.28449683657132 33.71077257737896, -118.28444084080887 33.71074248341981, -118.28437658361722 33.710700044893926, -118.28435350243092 33.71068052158642, -118.28433369871986 33.710658242753986, -118.28431717804447 33.71063389532835, -118.28429732545253 33.71059684823057, -118.28422606626866 33.71042837121838, -118.28420128674102 33.71039305130386, -118.28417983556974 33.710369058982515, -118.2841419581997 33.71034957059488, -118.28410742551452 33.7103465609284, -118.2840235799253 33.71034469812826, -118.28399395004969 33.7103334344359, -118.28394122866158 33.710299211758795, -118.28390660305811 33.71026838106021, -118.28389339262887 33.710251238666416))",3466,3798,3467,3799,Even,Odd,,ROAD,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,SHOSHONEAN,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,3194.62964146
33,33,"MULTILINESTRING ((-118.26303643382832 33.74896788146877, -118.26314396510634 33.74916754870667, -118.26316546216432 33.74920459680776, -118.26304396585067 33.749272182328106, -118.26295039234047 33.7493276869484, -118.26249078607442 33.749617894943945, -118.26234632739569 33.74970613914962, -118.26204587272007 33.74987475318323, -118.26182127103372 33.74999257654507, -118.26172567944919 33.75004272245582, -118.26155488591442 33.75012518304268, -118.26129208735529 33.75023910108282, -118.2607894541733 33.75044799374073, -118.26006504382045 33.75074151388491, -118.25894146614264 33.75119972698615, -118.25820061989262 33.75150151553818, -118.25790662391542 33.75163507020429, -118.25761405047224 33.75176826320977, -118.25742374332454 33.75185489761821, -118.25728251128557 33.751925268234835, -118.25703614339555 33.75203708011091, -118.256727330509 33.752167915759536, -118.25635606379852 33.75231434088638, -118.25583033974503 33.752510209137405, -118.25570875638631 33.75255271478953, -118.25539819766031 33.752651264240214, -118.25531606484155 33.75268578587063, -118.25518464488654 33.75273861696638))",547,553,548,554,Odd,Even,N,AVENUE,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,SEASIDE,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,2847.11751735
34,35,"MULTILINESTRING ((-118.28740780163332 33.71155255630899, -118.28727554794649 33.71108266773857, -118.28720430107056 33.7109193445079, -118.28717782563756 33.71086891740173, -118.28711338040569 33.710772211370305, -118.28709516920209 33.71073447386913, -118.28707357058798 33.7106682354079, -118.28705524566995 33.71059752399981, -118.28702868241028 33.71052133670535, -118.28701210835673 33.71048221869544, -118.28699225686114 33.71044551460808, -118.28692951122491 33.71036494849502, -118.2868007944495 33.71022134091537, -118.28674637053402 33.710169949948074, -118.28667549008578 33.71011378958097, -118.28665076353698 33.71009427063689, -118.28658971747261 33.710029843464106, -118.28652205008862 33.70995169317363, -118.28622510161566 33.70964567924211, -118.28551242859405 33.70890993805534))",3600,3698,3601,3699,Even,Odd,,PLACE,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,BLUFF,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1142.24873903
35,36,"MULTILINESTRING ((-118.28455312289749 33.72447699344409, -118.28448667707364 33.72427725696037, -118.28443835927223 33.72408914752615, -118.28436646523213 33.72373725846199, -118.28427292762412 33.72330470365495, -118.28412618776512 33.72269847665814, -118.28408782497768 33.72253679187468, -118.28406941866648 33.72244203612573, -118.28403941391272 33.72232086221053, -118.28400124192014 33.7222155045872, -118.28397805082108 33.7221643819891, -118.28390687882681 33.72202441335717, -118.2837595172671 33.721719070877114, -118.28345682253872 33.721181562862036, -118.28322856633129 33.7207771460476, -118.28310954478776 33.720585767925186, -118.28306983142183 33.72051064010744, -118.28303340280877 33.72043413246353, -118.28300523524587 33.72036928342317, -118.28295049367613 33.72022549651848, -118.28292387093214 33.72013144690211, -118.28291208800347 33.72005007174573, -118.2829069118323 33.71999786174845, -118.28290528129476 33.7199813942519, -118.28290326476296 33.719871142674144, -118.28290632159896 33.71980244108221, -118.28291431188516 33.71973407135953, -118.2829239936118 33.71967943653876, -118.28294020674632 33.719612076989, -118.2829646019997 33.71953267847315, -118.28300859448302 33.719414420609944, -118.2830510226895 33.71932020855097, -118.28307223606176 33.719272416024786, -118.28310001550683 33.71922220373784, -118.2831671082252 33.719128621433676, -118.28324572676775 33.71904016403253, -118.28333258286115 33.71895649488363, -118.28344734066783 33.71885867847752, -118.28361458824943 33.71872536059908, -118.28389982343478 33.71847773138095, -118.28392112558527 33.718456728410565, -118.28394078133503 33.71843504418198, -118.28399480235792 33.718365877886164, -118.28403734615794 33.718306014214676, -118.28406023887383 33.718269208656146, -118.28409944215662 33.71819389481181, -118.28411410866323 33.718155391313005, -118.28412707988596 33.718101435579925, -118.28413506553126 33.71803203538594, -118.2841348773132 33.717976393377775, -118.28413309274657 33.71793518006038, -118.28412466214337 33.71787303245771))",2200,2498,2201,2499,Even,Odd,,,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,VIA  CABRILLO MARINA,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,2612.14514484
36,37,"MULTILINESTRING ((-118.29231811109197 33.74603367404112, -118.29182308228165 33.746034875658744, -118.2916701260165 33.74603318478624, -118.29057150861021 33.74603206555833, -118.29008798399174 33.746031514888436, -118.28960610614885 33.74603095741037, -118.28876734018283 33.746029882942835, -118.2883479566135 33.746029170428926, -118.28786443193121 33.74602826825203))",501,519,500,518,Odd,Even,W,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,OFARRELL,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1354.01738725
37,38,"MULTILINESTRING ((-118.25071633643219 33.75150290180749, -118.2506931858052 33.751628606272, -118.25069669250949 33.751720881495444, -118.25071002869714 33.75207191047171), (-118.25071002869714 33.75207191047171, -118.25067745675224 33.75200584304012, -118.25066257827599 33.75198045610787, -118.25063273830965 33.75190186287651, -118.25061116003066 33.75183561747148, -118.25057803372903 33.75175840496581, -118.2505234574367 33.75165788092759, -118.25046230852641 33.75155943138661, -118.2504284566318 33.75152760931103), (-118.25172474488885 33.75406175278116, -118.2514264672675 33.753479748119524, -118.25126992252534 33.75317428733553, -118.25100837487173 33.75266393685812, -118.25071551636393 33.75208304434142, -118.25071002869714 33.75207191047171))",150,198,151,199,Even,Odd,,WAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,NAVY,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1211.98419496
38,39,"MULTILINESTRING ((-118.28595751651801 33.71054242127296, -118.28590650007042 33.71052639849164, -118.28577972793121 33.71047105828785, -118.28542090450135 33.710339673798515, -118.2846308359332 33.71004993788272, -118.28442673651087 33.709975543025706, -118.28433295119098 33.70995137829906, -118.28430005327122 33.709945617051595, -118.28425071860624 33.70994058248711, -118.2841849519226 33.7099379901288, -118.28408631862263 33.709938566614035, -118.28405344975664 33.709941391116885, -118.28402059366842 33.70994799557025, -118.28395984802215 33.70997149416523, -118.2839204777208 33.7099959735881, -118.28390081938545 33.71001662918502, -118.28388610777355 33.71004139385962, -118.2838746909374 33.71006821158519, -118.28386820690497 33.71009501766742, -118.28386505835863 33.71013624168105, -118.28387181979173 33.71019152463799, -118.28387849061842 33.710219673558235, -118.28389339262887 33.710251238666416))",0,0,0,0,Even,Even,,WAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,OLIVER VICKERY CIRCLE,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,768.2258310269999
39,40,"MULTILINESTRING ((-118.26012417819469 33.74388794880399, -118.25987184799591 33.743442031461385, -118.25970759526162 33.74319667852779, -118.25949773270197 33.74303269612886, -118.25944627184387 33.74299248644585, -118.25913390717542 33.74285627435763, -118.25882056900386 33.74281491527578, -118.25872607825764 33.742802444257364, -118.25833300419923 33.74280358003862, -118.25809619604037 33.742874245072095, -118.25688145701687 33.743236715046855, -118.25562186656545 33.74361255260945, -118.25547545016755 33.74365642875395, -118.25531600704227 33.743743793861576))",0,0,0,0,Even,Even,,WAY,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,TERMINAL,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,1723.29816723
40,41,"MULTILINESTRING ((-118.28793519591912 33.70671279642741, -118.28793506289321 33.70667398447979, -118.28793168557515 33.70664721171427, -118.28792876218797 33.70651684473176))",0,0,0,0,Both,Both,S,AVENUE,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,PACIFIC,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,71.3755058303
41,42,"MULTILINESTRING ((-118.23852626286455 33.7584407926108, -118.23864295113593 33.758406906274))",3490,3498,3491,3499,Even,Odd,W,BOULEVARD,,90802.0,90802.0,LONG BEACH,LONG BEACH,OCEAN,90802.0,LONG BEACH,,,37.553100281199995
42,43,"MULTILINESTRING ((-118.29231668995313 33.74609756264594, -118.29231811109197 33.74603367404112, -118.2923209961693 33.745917573021714, -118.29231892457246 33.74579461367676, -118.29231835422472 33.74563077825516, -118.2923149532762 33.745126566702616, -118.29231169561389 33.74466288469175, -118.29231185052849 33.74423525911904, -118.29230371958108 33.74331648239526, -118.29229894328037 33.74288955943636, -118.29230374159273 33.74285004565094, -118.29230549577782 33.74240970959613, -118.29231373924988 33.741942908563175, -118.29231385349803 33.74150360516557, -118.29231393164667 33.74105331164332, -118.29231562930762 33.74059614385085, -118.29231571006703 33.74014722337136, -118.29231904382046 33.73968764735103, -118.29232238579011 33.73923013217913, -118.29232576740911 33.73878463759599, -118.29232650786746 33.73852462670057, -118.29233072746828 33.73831956304603, -118.2923308177068 33.7378733895717, -118.29233089336984 33.73742240934252, -118.29233261716578 33.736972797226635, -118.29233925271095 33.73651699249496, -118.2923409632914 33.73606360226724, -118.29234277133114 33.73516613745079, -118.29234296170016 33.734748437924694, -118.29234614910132 33.734246614554365, -118.29235126705727 33.73335494490658, -118.29236937097909 33.73288743446627, -118.2923628391445 33.7324278828979, -118.29235885097455 33.73222695923725, -118.29236132939066 33.731522147209674, -118.29237287686503 33.73106014748648, -118.29237296328778 33.730612944971334, -118.29237310839615 33.72970995328066, -118.29237820157012 33.7292833461385, -118.2923748845087 33.728802836074046, -118.29237241042935 33.72856447123405, -118.29237819954947 33.72833810785818, -118.29238157445849 33.727890897527836, -118.2923898866307 33.7274443621713, -118.29239158719349 33.72698822658576, -118.29239326023281 33.72652419032987, -118.29239364774821 33.72616319895707, -118.29239337631866 33.72608523137655, -118.29239502302426 33.7256136388532, -118.29239673824014 33.72516266084895, -118.29239683013273 33.724716138438346, -118.2923985400515 33.724262407318776, -118.29239861425347 33.72381142618085, -118.29239971677235 33.72365583054747, -118.29240193853796 33.72334944786267, -118.2924053451679 33.722910823686384, -118.29240863564026 33.72243853413229, -118.29241057444084 33.722052129473276, -118.29241116741053 33.72174987158502, -118.29241919797589 33.72169523998324, -118.2924321621325 33.721640938958245, -118.29244841312506 33.72160450401796, -118.29246318306403 33.7215783525019, -118.29249595572709 33.72154667337439, -118.29255827599764 33.721501182589016, -118.29261242124473 33.721469451447284, -118.2926698712347 33.72144183390694, -118.29269447110109 33.721424256969954, -118.2927403595624 33.721381899125014))",1418,1498,1419,1499,Even,Odd,S,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,GAFFEY,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,9037.43159887
43,44,"MULTILINESTRING ((-118.27950781314684 33.77905658053394, -118.27815070686896 33.7791311669225, -118.27805365341193 33.779136543274824, -118.27740717625399 33.77917203889018, -118.2767557469533 33.77920307724601, -118.27642677072954 33.77922581105487, -118.27611750862219 33.779242669589, -118.27545786995077 33.77927887097032, -118.27483442093762 33.77931326242747, -118.27414681398747 33.77935090970136, -118.27349375574073 33.77938674546006, -118.27290649435469 33.77941898836068, -118.27284233892566 33.77942256133282, -118.27224849708277 33.779455162117124, -118.27218598689423 33.77945873913177, -118.27152469956201 33.77949492358205, -118.27132400879073 33.77950601662338, -118.27106245943999 33.779520015826186, -118.27024489138668 33.7795640943006, -118.26989944062447 33.77958273006022, -118.26892888843133 33.7796350496519, -118.2687068106526 33.779647219237155, -118.26763591384811 33.77970491980582, -118.26754050320037 33.7797099297334, -118.266977912027 33.77974037419709, -118.26651237322162 33.7797654490674, -118.26631003801404 33.77977619391281, -118.2650335259852 33.779851500686675, -118.26482788250313 33.77985607589266, -118.2643771477248 33.779880413065534, -118.26373394746288 33.77991514197887, -118.26306936125769 33.779950943717175, -118.26243931893416 33.77998460562815))",0,0,0,0,Even,Even,W,STREET,,90744.0,90744.0,LOS ANGELES,LOS ANGELES,ANAHEIM,90744.0,WILMINGTON,,,5198.16636954
44,45,"MULTILINESTRING ((-118.2927403595624 33.721381899125014, -118.2927587279897 33.72135997316972, -118.29278620594856 33.721327174563505, -118.29280250754044 33.72128798536542, -118.29283008157194 33.72117970918016, -118.2928381630926 33.721139167902955, -118.29285412785961 33.72100277148516, -118.29285438896623 33.720606409386775, -118.29285610388041 33.720155772471564, -118.29285610550453 33.72014850275835, -118.29285613090094 33.719691036605084, -118.29285696548878 33.719458852844966, -118.29285619667968 33.719238345638196, -118.29285625513502 33.71878324500621, -118.29285468079262 33.71833261982733, -118.29285467027987 33.717855878885096, -118.29285383558256 33.717616467409165, -118.29285804735206 33.71741106631306, -118.2928564522903 33.716953565527184, -118.29285490513863 33.71650980173055, -118.29286819257516 33.71607699474855, -118.29285620778552 33.71594032120601, -118.29285667109801 33.71560165588156, -118.29285680761761 33.71516956702056, -118.29285844192775 33.71469522750348, -118.29285858216048 33.71426451618542, -118.2928603095011 33.71381594049726, -118.29286187599898 33.713794639628446, -118.29286781530689 33.71361016819195, -118.29286723490556 33.7134446225149, -118.29285873123436 33.71336324131014, -118.2928520598125 33.713336475770355, -118.29282722384121 33.71328501457073, -118.29278093085284 33.71321126551032, -118.29273798497762 33.71315229830715, -118.29269837901911 33.71310946162687, -118.29258630615622 33.71302695040118, -118.29253023005492 33.71297660276123, -118.29246419529062 33.71289777205772, -118.2924377664805 33.71286244430475, -118.29240636703638 33.71281444271337, -118.2923782464222 33.712765049340426, -118.29234678987702 33.712701240059715, -118.29232523442951 33.712648742176626, -118.29230861186804 33.71259589423917, -118.29229193672036 33.712527927361094, -118.2922817859817 33.71244515911561, -118.29228154603628 33.71237681784099, -118.29229282167036 33.71230947989929, -118.29230742740042 33.71225550401894, -118.29234162768992 33.71216268894371, -118.29238241085396 33.712071913278706, -118.29240853936328 33.71202135851716, -118.29243142229822 33.71198421695427, -118.29247396856557 33.71192709449543, -118.29249526594649 33.71190643259984, -118.29261989065374 33.71181441170253, -118.29270019871126 33.7117441543782, -118.29273950144193 33.711700781292194, -118.29278034260966 33.711626835468515, -118.29282435809779 33.71152094444589, -118.29283732953901 33.711468020930326, -118.29284540345559 33.711427114620065, -118.29285493409326 33.71133126732484, -118.29285484796458 33.71130687112939, -118.29285464671419 33.71124883392231, -118.29285395596068 33.71105100313855, -118.29285231429074 33.71058009218472, -118.29285220024593 33.71007519639329, -118.2928571941243 33.70962145645374, -118.29285075276613 33.70918903511859, -118.29285081233519 33.708733938777605, -118.29284940409615 33.70785809525516, -118.29284963756601 33.70698224424602, -118.29284305698027 33.70650826608616))",2500,2598,2501,2599,Even,Odd,S,STREET,,90731.0,90731.0,LOS ANGELES,LOS ANGELES,GAFFEY,90731.0,TERMINAL ISLAND,SAN PEDRO,FORT MACARTHUR,5522.86371158
45,46,"MULTILINESTRING ((-118.26243931893416 33.77998460562815, -118.26176815049334 33.78002075800556, -118.2611430493816 33.78005646323237, -118.26080087767068 33.78007266233758, -118.25982044671433 33.780125960294114, -118.25932529277185 33.780152097196705, -118.2592660731887 33.78015531964056, -118.25854227089268 33.780197407352, -118.2573331591151 33.78025701416744, -118.25724432627382 33.780261670114314, -118.2559134959093 33.7803332017655, -118.25497582174339 33.780381217222605, -118.25478335108652 33.78039124205425, -118.25333079100308 33.7804715887022))",501,599,500,598,Odd,Even,E,STREET,,90744.0,90744.0,LOS ANGELES,LOS ANGELES,ANAHEIM,90744.0,WILMINGTON,,,2773.73725764
46,47,"MULTILINESTRING ((-118.25048628344429 33.75150480619163, -118.2499146746171 33.75057862954257, -118.24955580635769 33.75022682296915, -118.24904121961059 33.74995964282415, -118.24776447376395 33.749471771741334, -118.24726811023184 33.74915856170532, -118.2468815329136 33.7487378256008, -118.24662674966376 33.748157501706025, -118.24596713306752 33.74665504483106, -118.24416285755792 33.74213774553437, -118.24337989310065 33.74031437742207, -118.2426313050926 33.73840751396864, -118.23997733273396 33.73262787335774, -118.23821010289265 33.72877885118722, -118.23851675726553 33.727873937566876, -118.23901785990961 33.727388493280095, -118.25180069728573 33.723680597967984, -118.25172155706156 33.72306712714616, -118.25087009483644 33.72268134701839, -118.24974425008914 33.72100426491036))",0,0,0,0,,,,,,,,,,,,,,,15178.781304799997
47,48,"MULTILINESTRING ((-118.26405753190626 33.76562346467204, -118.26519964636601 33.76473204074143, -118.26563939391953 33.76438038304117, -118.26596753681602 33.76411106072473, -118.26615292724124 33.763955401525706, -118.2662890835708 33.763836600905265, -118.26646128040993 33.76367100877887, -118.26655638058031 33.76357359504209, -118.26658584260527 33.76352750336764, -118.26660880001586 33.76350444065639, -118.2667219310572 33.76338740882778, -118.26690555341057 33.76319396845568, -118.2669170309408 33.76318226488532, -118.26702521534742 33.76306180900596, -118.26806443655641 33.7619074843703, -118.27059239239593 33.75925707259019, -118.27113404707232 33.75838892374667, -118.2712044231004 33.7582795405009, -118.27151437986221 33.75706229807818, -118.27154876415564 33.75692753461816))",400,698,401,699,Even,Odd,,STREET,,90744.0,90744.0,LOS ANGELES,LOS ANGELES,PIER A,90744.0,WILMINGTON,,,3963.50117664
